data,id_campanha,campanha,canal,objetivo,plataforma,pais,regiao,origem_trafego,impressoes,cliques,investimento,receita,leads,leads_qualificados,clientes,emails_enviados,emails_abertos,emails_cliques,dispositivo,tipo_usuario
18/02/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,Centro-Oeste,Instagram,6932,269,5443.68,5743.75,43,16,25,1340,941,382,desktop,Returning
09/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,Centro-Oeste,Email,104931,4326,1105.81,185287.23,588,400,518,35919,9429,6905,Desktop,
11/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Sudeste,Instagram,113707,6787,3915.64,55605.4,1190,597,196,45789,26086,16859,mobile,New
11/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Sul,Google,102808,6384,744.82,147754.76,1358,565,439,29064,24509,13527,desktop,New
28/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Sudeste,Google,60220,3848,5404.75,75466.56,903,700,222,49456,34631,16499,mobile,new
13/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,,Meta,85018,2191,345.52,37339.23,305,199,105,37188,5845,4778,Mobile,
18/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,Sudeste,Email,57887,2881,5188.05,84607.49,386,307,203,11886,1088,24,tablet,
08/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Sul,Facebook,46160,2385,4046.39,27201.02,504,147,247,9605,2014,1381,,Returning
22/06/2025,CAMP005,Remarketing,Display,Conversão,Google,br,sudeste,Meta,15207,184,3468.36,3818.9,21,11,21,41591,15717,7355,tablet,Returning
08/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Sul,Email,73487,1813,1840.17,4899.39,430,306,129,23173,436,268,desktop,new
31/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,,YouTube,81112,3976,3032.56,151259.78,913,548,421,32921,16237,9203,Desktop,
08/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,sudeste,YouTube,76121,2350,5750.65,26646.26,645,257,90,47520,23545,18268,,new
29/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,Sul,Google,63161,2186,6121.85,11893.56,724,510,110,6793,4523,818,,Returning
14/06/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,Sudeste,Instagram,113944,5373,2611.57,105948.81,1450,365,359,13180,234,12,desktop,new
24/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,,Facebook,59040,1475,5114.58,"R$ 11362,41",137,61,38,19971,1378,1326,Desktop,new
13/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Centro-Oeste,Meta,7257,286,4719.8,3299.12,90,58,27,28747,10860,10070,mobile,Returning
03/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Centro-Oeste,Instagram,67491,4289,4481.93,20808.0,1013,300,87,8480,4213,2101,tablet,New
13/01/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,Sudeste,Instagram,25132,1506,4654.58,62404.18,155,101,155,37021,24087,12828,Mobile,Returning
06/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Sudeste,Google,25307,858,1545.76,4489.78,267,151,36,49861,30116,15493,Mobile,Returning
06/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,,Facebook,11155,90,4255.01,1644.9,27,7,4,46280,27606,15064,Desktop,returning
06/06/2025,CAMP005,Remarketing,Display,Conversão,Google,br,Sul,Instagram,97769,4144,529.2,82640.04,982,780,268,27423,10847,9171,,new
28/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Sul,Google,51169,980,4102.33,10023.83,231,76,42,14379,5102,3483,mobile,Returning
26/02/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,sudeste,Email,23990,274,4532.11,9117.35,58,21,23,35464,11185,10661,Mobile,
14/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,Nordeste,Google,69805,4253,,56945.79,866,483,403,44527,11691,492,mobile,returning
19/02/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,Centro-Oeste,Google,113042,3429,841.47,85369.86,735,348,288,11685,7160,5451,Mobile,returning
24/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR ,,Instagram,35873,315,4798.98,6422.85,84,39,32,6366,519,140,,new
08/02/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,Centro-Oeste,Meta,36312,627,5049.83,11482.73,52,13,46,4583,4009,3326,Desktop,New
25/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,Sudeste,Facebook,10722,240,2707.55,3457.61,19,14,9,20702,2176,600,Desktop,Returning
04/04/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,sudeste,Facebook,111082,6909,2417.72,181534.21,1020,571,522,16417,14188,13715,desktop,new
13/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,sudeste,Email,39681,2480,4465.14,11734.7,487,314,135,23626,10521,1132,tablet,Returning
16/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,Centro-Oeste,Google,13275,482,3903.68,2435.87,81,58,17,29152,20954,16654,desktop,returning
13/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,,Google,67433,3514,5387.4,46469.0,720,197,182,44884,999999,4958,mobile,
23/02/2025,CAMP001,Google Ads,EMAIL,Aquisição,Google,Brasil,Nordeste,Google,108749,1208,1585.9,25863.29,195,73,141,23318,10179,3109,tablet,
27/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,,Email,62649,3700,1755.37,64263.84,421,183,373,21195,11814,11791,mobile,returning
31/01/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Sul,Email,69425,3362,5107.01,30354.62,1133,309,109,29483,22063,13422,tablet,new
20/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sudeste,Meta,82603,5239,1159.81,45911.63,558,386,325,14689,166,125,desktop,new
14/03/2025,CAMP005,Remarketing,Display,Conversão,Google,br,Nordeste,Instagram,26644,537,1149.02,5418.78,153,94,45,38055,12112,7106,Mobile,new
12/02/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,Centro-Oeste,Google,39675,598,4061.04,21636.16,63,35,59,5997,992,944,tablet,returning
14/05/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,sudeste,Facebook,104303,1900,3659.69,40387.71,219,158,188,17835,17266,10758,desktop,New
13/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Sudeste,YouTube,77827,1451,2630.83,3482.05,277,211,77,39811,6989,6261,Mobile,new
03/05/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,Centro-Oeste,Meta,31049,611,6386.01,11446.15,169,53,33,25703,5941,4855,Mobile,new
16/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,Sul,Facebook,59845,2248,6313.8,9007.76,424,278,139,15256,3802,1712,Mobile,New
04/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,Nordeste,Facebook,46167,2029,4530.1,18954.22,488,168,147,23547,16346,2600,Desktop,returning
07/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Sul,Meta,35109,1564,2520.2,37758.57,315,195,139,37963,18689,7619,mobile,New
20/03/2025,CAMP005,Remarketing,Display,Conversão,Google,BR,Nordeste,Facebook,53442,2671,1436.72,"R$ 80296,63",719,448,287,38164,13318,816,mobile,New
14/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,Nordeste,Instagram,86132,3719,1513.14,105297.76,797,524,344,8674,1364,1150,tablet,returning
04/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sudeste,YouTube,95009,6155,3622.66,73927.12,1657,600,286,44764,1134,1070,tablet,returning
03/02/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,Nordeste,Facebook,117935,3328,1517.44,56036.49,800,363,198,2361,1573,638,tablet,returning
12/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Sudeste,YouTube,102088,2290,2001.0,92696.22,447,162,271,17678,5488,4027,tablet,new
25/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,sudeste,YouTube,90178,3056,1727.24,79324.46,597,294,248,6668,1358,91,desktop,New
04/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Centro-Oeste,Email,102493,3756,3268.46,30826.97,407,272,96,31449,8312,7552,mobile,New
21/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,Centro-Oeste,Email,54393,3168,4500.6,37379.89,500,210,318,27935,21225,3606,Mobile,Returning
02/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,BR,,Facebook,100980,2579,6200.38,54652.44,453,239,286,31816,23408,6972,tablet,returning
30/05/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,,Instagram,105776,6024,5470.72,192685.56,1699,835,518,47364,27886,1700,tablet,new
14/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,Nordeste,Facebook,91465,3504,2034.6,90574.52,606,289,343,42458,23501,21113,Desktop,New
28/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sul,Facebook,97365,1705,1849.27,13394.91,481,271,174,9328,3360,3005,Mobile,New
06/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Sudeste,Email,96057,2561,3803.85,16192.7,858,543,216,28964,11164,4390,tablet,New
07/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Nordeste,Google,35009,1293,265.09,26564.87,127,64,76,37468,30698,10655,,Returning
30/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Sul,Email,64191,3572,5505.12,88420.52,607,416,361,5434,658,428,,new
26/05/2025,CAMP008,Newsletter,Email,Retenção,CRM,br,sudeste,Email,48442,1163,416.61,10203.83,150,98,56,31835,11064,4780,tablet,Returning
03/05/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,,Facebook,96881,2548,2375.81,20046.15,251,113,97,23387,2890,2666,Mobile,new
02/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Centro-Oeste,Facebook,5670,305,3632.46,2975.33,87,49,29,33172,11577,3792,Desktop,
12/03/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,br,Centro-Oeste,Email,40931,782,4912.36,32659.01,222,128,84,1489,937,843,desktop,returning
09/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,,Google,45172,914,5914.77,13629.62,119,34,54,7539,370,345,,new
15/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,,Instagram,17226,762,1861.4,5361.86,203,75,37,8957,3046,974,Mobile,
10/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Centro-Oeste,Email,20899,425,1826.43,5971.91,135,94,43,34457,20143,2103,,New
08/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Sul,Facebook,72914,3961,6292.12,127454.78,1282,978,538,15908,10697,1474,tablet,
04/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,Sul,Meta,116603,6859,2728.17,60445.46,714,301,714,44469,33687,17375,desktop,returning
26/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,,Meta,98308,4075,6440.81,104222.07,812,518,309,39163,18642,11094,Desktop,
28/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,Sul,Email,75532,4890,4274.38,203969.95,1335,769,577,29554,19345,13878,Desktop,
18/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,,YouTube,5570,265,1898.08,2928.43,66,38,22,10941,7086,6864,Mobile,Returning
22/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Centro-Oeste,Google,17192,735,5472.28,22942.12,249,135,65,6213,4108,3020,,New
26/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Centro-Oeste,Facebook,113106,4726,480.13,22425.84,918,272,247,30299,6582,5263,desktop,
29/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,Nordeste,Email,8327,447,340.67,20410.53,110,86,53,28230,9076,3805,Desktop,new
05/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,Centro-Oeste,Instagram,77489,4762,2598.54,11769.16,651,244,113,33101,2775,905,desktop,
09/02/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,Centro-Oeste,Instagram,95695,3164,5219.16,26538.76,508,191,139,37902,15408,7587,tablet,New
04/01/2025,CAMP006,Influenciadores,Social Media,Brand Awareness,Influencers,br,,Facebook,49254,2574,6415.73,10163.6,274,193,97,4373,2143,485,Desktop,Returning
28/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,sudeste,Email,24520,838,5372.12,3875.54,161,80,41,34455,28018,21451,mobile,new
28/05/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Sul,Google,69729,1333,4859.42,21777.67,280,199,88,33994,20527,11151,,
22/03/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,,YouTube,72568,1306,3828.65,23907.81,331,124,97,49920,43852,1695,Desktop,
05/06/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,Sul,Facebook,55818,1028,1964.24,41103.1,351,198,104,26805,26143,11874,Desktop,new
31/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,sudeste,Meta,54500,2908,4422.06,15032.23,403,294,97,12669,6531,4620,mobile,Returning
22/03/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Centro-Oeste,Email,47933,1108,1416.86,14575.36,159,122,81,9519,314,110,mobile,Returning
16/01/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sul,Instagram,87806,3141,3940.38,78931.73,903,423,238,36596,29866,14996,mobile,Returning
18/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Nordeste,Google,109926,1652,1918.29,49211.85,546,435,238,47922,13409,3791,tablet,new
16/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,,YouTube,62415,3780,4028.39,49118.08,359,201,332,44423,41692,9940,Mobile,
23/02/2025,CAMP005,Remarketing,Display,Conversão,Google,Brasil,,Instagram,109135,5695,2341.28,20302.95,1934,1193,735,38531,10234,8464,Mobile,
09/03/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,Nordeste,Google,49757,1184,6267.34,4341.83,323,206,95,7226,5305,1378,Mobile,New
09/02/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,Sudeste,Meta,81384,4990,2515.43,68066.32,482,144,172,4358,1398,653,desktop,New
28/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,Nordeste,Meta,81777,81777,1883.81,56659.16,776,242,404,49240,17570,12392,Mobile,New
20/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,,Email,117086,2905,829.81,30769.04,804,616,278,30523,5552,627,mobile,Returning
23/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,br,Centro-Oeste,Instagram,45953,1153,2904.91,12094.91,128,70,89,41047,1987,90,desktop,returning
18/05/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,Centro-Oeste,Google,58592,3616,1762.5,29341.66,385,112,85,21922,1260,869,desktop,New
14/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,sudeste,Email,19011,820,1566.44,32409.7,240,158,86,42691,3961,605,Mobile,Returning
17/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Sudeste,YouTube,59710,1220,3797.67,18397.74,324,240,145,37885,18412,14343,Mobile,
15/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Nordeste,YouTube,83672,2378,3742.12,37374.56,279,158,263,10968,2462,1268,tablet,New
31/05/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Nordeste,Facebook,77920,3295,2129.94,61516.11,845,499,373,6368,4621,1485,desktop,Returning
22/03/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BRA,Centro-Oeste,YouTube,56618,1597,2710.37,42158.92,479,280,116,48466,37952,35170,Mobile,
09/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,Sudeste,Email,104111,104111,416.16,39831.47,221,162,179,29807,4887,3854,Mobile,Returning
13/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,,YouTube,38769,1009,730.23,8416.84,92,62,45,45641,37034,19094,Mobile,
18/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,Sul,Meta,57227,2963,2904.44,32966.21,675,270,200,42989,2671,2423,desktop,returning
06/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Centro-Oeste,Facebook,84235,2231,1489.13,32687.17,672,330,88,19581,14191,2806,Mobile,returning
01/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,BR,Nordeste,Meta,7123,324,914.46,11174.8,41,24,28,49174,35699,12317,tablet,new
27/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Nordeste,Google,115966,6248,1163.62,24846.32,629,238,134,41149,21164,20176,Mobile,New
16/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BRA,Centro-Oeste,Instagram,95895,3904,331.94,60948.97,324,221,219,23831,2345,75,,New
28/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Nordeste,Email,9686,227,2529.48,6406.93,24,11,24,1016,62,60,tablet,New
05/02/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,,Instagram,73379,798,1974.52,11207.27,135,82,64,35172,23324,20674,desktop,
21/01/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,sudeste,Email,58311,1451,3626.08,52724.45,251,119,160,40876,20323,16428,desktop,
22/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,Centro-Oeste,Instagram,5691,336,1610.46,3297.65,48,29,16,18695,8579,3121,,returning
22/01/2025,CAMP005,Remarketing,Display,Conversão,Google,brazil,Sul,Email,31553,315,340.64,8552.17,68,21,37,13450,10680,10068,Mobile,returning
18/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,sudeste,Instagram,119817,5184,3329.51,131371.99,447,217,439,38770,33654,26627,mobile,new
02/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,brazil,Sul,Instagram,12135,300,5010.06,1826.32,94,28,11,45327,41777,7498,desktop,New
23/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,Centro-Oeste,Google,89149,3778,3803.53,73863.15,583,392,327,9635,297,295,,New
14/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,Sudeste,Meta,22653,350,5543.98,2573.07,97,42,27,49449,5543,4683,mobile,New
20/01/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,sudeste,YouTube,77742,3419,3630.72,28433.53,546,335,211,8452,2172,870,,
22/05/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BR,Centro-Oeste,Instagram,26153,1576,999999.99,29070.4,250,134,90,47435,2776,1119,Desktop,New
31/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,,Instagram,62823,3210,6019.22,14308.5,367,181,75,44403,7148,3213,mobile,new
13/02/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,,YouTube,38377,1003,4245.13,19402.6,161,119,109,14666,8976,4571,,
04/02/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,,Facebook,68108,2542,3635.34,12551.57,620,287,77,43230,25216,14166,tablet,New
09/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,BRA,Sul,Email,98715,4068,2226.08,75052.8,767,475,408,35844,2994,2178,desktop,Returning
19/04/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,brazil,Centro-Oeste,YouTube,106448,5730,6466.24,38115.95,1665,1033,551,18883,10291,2158,desktop,returning
11/02/2025,CAMP008,Newsletter,Email,Retenção,CRM,Brasil,sudeste,Meta,22241,314,3868.33,5281.35,32,9,20,5875,5326,4062,desktop,returning
08/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,Centro-Oeste,Instagram,99634,2340,3951.08,40166.38,284,223,133,31771,20341,18350,mobile,Returning
12/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Sul,Google,35573,968,3513.68,36191.33,318,250,141,37405,32696,10355,,New
02/04/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,Brasil,,Instagram,35133,1383,2169.19,37409.66,239,166,135,8008,7331,2829,mobile,returning
07/06/2025,CAMP008,Newsletter,Email,Retenção,CRM,BR,sudeste,YouTube,40315,1243,5758.79,7294.34,229,140,51,42203,25081,11350,mobile,New
18/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,Sul,YouTube,34001,1197,3844.03,20134.22,205,65,93,10121,1539,912,Mobile,Returning
12/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,Sul,Facebook,68965,1981,889.63,8322.44,316,171,83,49785,507,412,Desktop,
08/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,brazil,Centro-Oeste,Google,107703,2820,3340.82,26835.45,465,318,193,31499,30225,15449,Mobile,New
31/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BRA,,YouTube,11533,566,,2555.36,134,102,49,3080,1993,1252,desktop,new
29/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,brazil,sudeste,Google,113278,2369,2382.29,50604.99,204,64,176,49849,26347,421,Desktop,returning
02/05/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,,Instagram,86418,4761,2392.2,128453.12,1093,769,365,28832,11348,9782,Desktop,returning
26/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,Sul,Meta,62608,575,,20174.28,89,63,58,41902,924,122,Desktop,
04/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,Sul,Google,16781,502,6197.84,19781.42,76,27,52,43674,29122,16940,Desktop,
12/03/2025,CAMP005,Remarketing,Display,Conversão,Google,BRA,Sudeste,Google,72598,3799,5882.55,99509.41,766,330,385,39599,36824,33073,Desktop,New
22/04/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,Nordeste,Facebook,74453,1638,6433.36,26889.35,550,180,86,28281,15674,11707,desktop,new
09/03/2025,CAMP008,Newsletter,Email,Retenção,CRM,br,sudeste,Meta,87733,5645,6295.55,29097.97,1919,600,237,41644,1141,849,tablet,New
04/03/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,BR,Sudeste,Facebook,75219,913,2372.11,13840.99,317,121,71,46429,14892,9643,desktop,returning
17/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,Brasil,,Email,25918,610,2512.96,14416.68,59,20,56,6730,5729,126,,Returning
30/05/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BR,,Facebook,109975,4846,6462.42,38783.99,1343,758,463,29756,6040,3560,desktop,returning
06/04/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,br,Nordeste,Facebook,104485,6426,1698.14,100598.37,859,363,332,4159,681,134,,returning
19/04/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Sudeste,Meta,86720,4629,4024.19,104787.65,536,211,426,45432,8219,7080,Mobile,new
16/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,BRA,Centro-Oeste,Email,56448,1232,2173.68,3467.69,141,79,30,6650,4241,1264,desktop,new
02/06/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,BR,sudeste,Facebook,56628,2049,3884.39,10498.12,510,354,161,8349,5618,2888,mobile,New
14/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,BR,Nordeste,Meta,6462,193,3922.21,3085.3,18,12,11,15622,1001,9,Desktop,Returning
14/03/2025,CAMP005,Remarketing,Display,Conversão,Google,br,sudeste,Email,54630,480,4397.37,13710.18,159,41,39,8987,3332,787,tablet,Returning
19/04/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,Nordeste,Email,20689,411,4204.4,2075.84,39,12,11,44492,11772,7465,Desktop,
14/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,Nordeste,Instagram,117947,4387,6066.28,110261.04,1303,385,379,1178,196,88,mobile,
02/06/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,Sul,YouTube,8084,261,4760.81,4300.1,31,11,21,25900,5074,1850,,new
15/01/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,Nordeste,Instagram,6515,385,1310.87,15800.43,69,30,39,22493,20711,20039,desktop,New
22/06/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,sudeste,Facebook,112468,6485,1887.99,246101.57,689,495,631,2462,1872,685,,New
11/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,Brasil,Sudeste,Email,18386,1049,6197.66,5753.99,271,179,99,43771,32479,20181,mobile,
25/02/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,sudeste,Email,78717,1761,1222.25,18370.1,482,246,187,21651,3158,1146,mobile,New
14/06/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,brazil,Sudeste,Instagram,27504,702,5185.95,18613.0,232,177,62,41205,33214,11516,Desktop,New
20/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,brazil,,Instagram,106454,6685,4159.24,99066.32,983,755,576,34751,21991,8543,mobile,
03/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Sudeste,Email,117061,2642,1239.64,25333.22,541,145,185,22029,18445,15706,,new
04/04/2025,CAMP008,Newsletter,Email,Retenção,CRM,brazil,sudeste,YouTube,69604,2413,5341.91,53804.69,748,464,140,42401,36993,31875,,new
10/03/2025,CAMP007,YouTube Ads,socail,Aquisição,Google,br,Centro-Oeste,YouTube,94156,5694,497.55,43487.71,1099,407,291,36427,31551,24277,desktop,new
12/03/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,BRA,,YouTube,28488,604,,8603.99,60,39,53,11345,1128,227,Mobile,New
25/02/2025,CAMP002,Meta Ads,Social,Aquisição,Meta,br,sudeste,Meta,117652,1485,4843.23,28834.16,445,326,174,12445,498,285,Desktop,returning
26/05/2025,CAMP007,YouTube Ads,Video,Aquisição,Google,Brasil,Sul,YouTube,84465,3383,5118.88,57211.63,634,459,150,36289,34635,7465,Desktop,returning
13/03/2025,CAMP006,Influenciadores,Influencer,Brand Awareness,Influencers,Brasil,Nordeste,YouTube,85960,5349,3563.66,22431.05,1046,296,157,30245,22813,13276,tablet,returning
11/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,sudeste,Facebook,89577,5005,4651.51,105725.3,825,512,292,24991,1301,568,Mobile,
21/02/2025,CAMP001,Google Ads,Search,Aquisição,Google,BRA,sudeste,Facebook,65892,972,3175.94,10588.14,114,56,32,24065,2895,64,mobile,new
23/01/2025,CAMP003,Instagram,Social,Brand Awareness,Meta,BR,Centro-Oeste,Instagram,90382,1749,1984.95,16239.47,325,178,78,36474,32769,24700,,new
09/05/2025,CAMP004,Email Black Friday,Email,Retenção,CRM,br,Sudeste,Instagram,54589,804,5186.37,6973.78,104,80,45,37686,17451,16410,tablet,returning
10/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,Brasil,sudeste,Meta,111300,4085,3376.7,121006.94,853,437,416,48682,35228,23110,desktop,new
02/03/2025,CAMP001,Google Ads,Search,Aquisição,Google,br,Sul,Instagram,60565,2802,4081.72,113176.39,745,412,314,12360,10313,4078,mobile,returning
